school_id,school_name,district,software_name,license_type,licenses_purchased,licenses_assigned,licenses_used,last_used_date,renewal_date,annual_cost,grade_band,0
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1192,835,515,2024-03-01,2024-12-27,9536,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,1155,952,588,2024-08-25,2025-08-10,12705,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,446,295,185,2024-12-16,2025-09-14,8920,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1422,897,475,2024-11-26,2025-06-30,19908,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,564,423,368,2024-08-20,2024-10-11,4512,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,410,286,150,2024-09-05,2025-06-25,3280,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,960,879,735,2024-06-15,2025-02-14,10560,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,275,206,132,2024-02-20,2024-07-20,4950,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,501,318,279,2024-10-26,2025-07-31,3006,Middle,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,492,451,341,2024-04-01,2024-11-15,7872,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,447,429,305,2024-05-18,2024-09-28,6705,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,1467,1462,792,2024-05-23,2024-08-30,11736,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,906,630,490,2024-04-22,2024-10-20,21744,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1302,955,772,2024-10-10,2025-03-06,9114,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1051,740,672,2024-08-30,2025-05-23,13663,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,926,681,466,2024-06-16,2025-02-23,21298,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,355,214,160,2024-01-23,2024-03-13,7100,Middle,
SCH005,Riverside High,Durham County,Google Workspace,Per User,921,823,612,2024-09-02,2024-11-21,17499,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,220,203,197,2024-01-07,2024-09-01,2420,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,655,515,303,2024-01-09,2024-10-10,9170,Middle,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,990,886,825,2024-10-25,2024-12-06,18810,Middle,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1490,1309,843,2024-07-08,2025-06-23,28310,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,194,165,124,2024-09-28,2024-11-13,2716,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1479,1442,1310,2024-04-16,2024-06-26,35496,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,162,162,127,2024-01-27,2024-04-22,2754,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1317,831,602,2024-07-06,2024-11-02,32925,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,187,183,181,2024-04-14,2024-07-23,2805,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,282,252,187,2024-10-24,2025-03-10,3384,Middle,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,597,486,417,2024-08-04,2025-01-22,3582,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,757,685,590,2024-09-13,2025-07-09,6056,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1139,1030,814,2024-08-19,2025-08-01,18224,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,987,636,359,2024-07-19,2024-11-17,13818,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,387,302,179,2024-12-22,2025-04-06,7740,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1116,990,506,2024-05-30,2025-01-28,24552,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,760,671,562,2024-11-26,2025-01-05,10640,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,95,71,68,2024-11-26,2025-06-15,1710,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,1392,1169,1081,2024-10-30,2025-08-27,30624,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,672,470,464,2024-06-05,2024-09-30,8736,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,811,633,340,2024-03-16,2024-10-12,11354,Middle,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1316,953,840,2024-10-01,2025-03-26,13160,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1468,1037,683,2024-05-01,2024-07-29,8808,Middle,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,309,241,153,2024-07-08,2024-11-09,3399,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,121,114,77,2024-06-25,2024-10-08,1936,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,382,365,259,2024-03-03,2024-04-14,6494,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,988,755,456,2024-01-03,2024-11-07,20748,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1494,1198,1084,2024-05-28,2025-04-16,13446,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,955,746,725,2024-02-27,2024-11-28,5730,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1178,765,539,2024-01-13,2024-09-04,28272,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,781,515,424,2024-01-29,2025-01-04,19525,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1128,789,786,2024-05-22,2024-09-29,5640,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,962,923,804,2024-02-14,2024-12-02,16354,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,700,681,368,2024-12-07,2025-07-09,11900,Middle,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,925,744,569,2024-07-09,2024-08-14,12950,Middle,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,680,636,605,2024-02-14,2024-07-03,12920,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,641,467,439,2024-08-05,2025-04-04,5769,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,226,153,102,2024-06-04,2025-03-04,4746,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1259,1142,955,2024-02-15,2024-03-19,22662,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,408,386,311,2024-12-29,2025-11-14,3672,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,831,646,606,2024-09-08,2024-10-29,11634,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,1061,922,839,2024-08-25,2025-01-16,5305,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,587,428,377,2024-11-21,2025-08-19,4696,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,417,375,363,2024-11-26,2025-04-30,2085,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1059,669,640,2024-07-04,2025-05-27,21180,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,578,506,428,2024-08-31,2024-11-30,9248,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1228,744,504,2024-03-24,2025-02-14,7368,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,994,950,544,2024-07-01,2024-10-22,5964,Middle,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,909,870,617,2024-01-25,2024-07-21,12726,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,207,189,118,2024-11-17,2025-03-20,1656,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1163,862,592,2024-12-16,2025-06-18,15119,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1144,982,671,2024-03-14,2024-04-19,10296,High,
SCH005,Riverside High,Durham County,iReady,Per Student,813,735,577,2024-06-23,2024-10-14,6504,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1080,761,476,2024-10-13,2025-09-22,22680,Middle,
SCH005,Riverside High,Durham County,Zoom,Per Host,1178,1065,648,2024-08-01,2025-04-23,8246,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,85,81,62,2024-06-08,2025-01-09,765,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1121,1062,881,2024-03-29,2024-09-30,5605,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,313,296,184,2024-12-18,2025-05-13,4382,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,316,209,158,2024-12-19,2025-03-16,2212,Middle,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,933,580,390,2024-02-25,2024-04-11,19593,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1010,666,462,2024-01-23,2024-03-26,14140,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,303,298,201,2024-10-27,2025-03-08,3030,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,235,159,114,2024-10-23,2025-05-19,3760,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1305,1030,584,2024-02-20,2025-01-11,6525,Middle,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,442,337,211,2024-10-02,2024-11-03,3536,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1499,1385,1067,2024-12-23,2025-11-19,14990,Middle,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,269,184,137,2024-07-13,2025-03-17,2959,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,884,587,453,2024-03-04,2024-11-27,7072,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1065,1029,883,2024-12-26,2025-06-21,23430,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,721,684,401,2024-07-16,2025-01-07,13699,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,688,639,434,2024-10-10,2025-06-05,9632,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,192,175,173,2024-07-07,2024-11-05,960,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,265,209,160,2024-09-24,2024-12-06,2120,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,870,824,464,2024-03-27,2024-05-29,13920,Middle,
SCH002,Pine Valley High,Wake County,iReady,Per Student,460,428,317,2024-03-03,2024-07-30,8280,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1241,1047,802,2024-11-25,2025-07-17,19856,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1285,1185,1088,2024-09-18,2025-03-09,11565,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,300,212,168,2024-09-11,2025-02-06,7500,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,253,245,128,2024-02-04,2024-11-15,1265,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1288,1106,709,2024-06-04,2025-05-18,30912,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1403,1373,1190,2024-08-26,2025-01-06,19642,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1083,782,668,2024-06-24,2025-04-26,23826,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,931,618,505,2024-08-18,2025-02-25,15827,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,123,75,48,2024-10-12,2025-04-15,1230,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,325,274,236,2024-09-06,2024-12-01,7475,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1184,1060,1011,2024-08-31,2025-07-14,11840,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,851,644,575,2024-10-29,2025-06-09,20424,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,706,454,234,2024-10-29,2024-12-21,6354,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1245,760,700,2024-06-23,2025-02-02,9960,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,781,678,518,2024-01-29,2024-07-02,9372,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,689,456,404,2024-02-03,2024-08-07,5512,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,90,88,64,2024-01-20,2024-10-11,1620,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,912,683,351,2024-12-22,2025-09-18,20976,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,823,785,591,2024-06-14,2025-05-03,6584,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1464,1088,888,2024-09-11,2025-06-25,21960,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,663,583,514,2024-04-13,2025-01-22,16575,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,488,365,249,2024-01-25,2024-07-25,11224,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1329,891,812,2024-10-23,2025-01-09,30567,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,187,184,159,2024-08-31,2025-05-06,2057,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1384,1139,1085,2024-06-02,2025-02-08,30448,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,898,743,499,2024-11-15,2025-09-04,17062,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,88,85,53,2024-10-22,2025-08-03,968,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1356,1257,1207,2024-11-16,2025-01-15,28476,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,997,673,459,2024-03-18,2024-09-17,17946,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,181,134,119,2024-05-16,2024-11-08,4525,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,1456,1114,972,2024-05-02,2024-07-29,13104,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,552,535,425,2024-08-25,2025-05-30,12144,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1374,861,533,2024-03-22,2024-09-07,12366,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,618,538,359,2024-11-25,2025-01-15,12360,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,221,172,163,2024-06-01,2024-08-02,3978,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1396,929,667,2024-03-12,2024-08-09,11168,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1074,705,619,2024-12-06,2025-10-29,22554,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,234,170,161,2024-03-03,2024-09-09,3510,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,848,628,530,2024-04-21,2024-08-02,6784,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,612,479,343,2024-05-10,2025-04-06,3672,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,817,547,435,2024-10-06,2025-06-09,16340,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,346,299,270,2024-07-07,2025-01-10,1730,Middle,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1406,898,802,2024-12-09,2025-05-10,18278,High,
SCH005,Riverside High,Durham County,Canvas,Site License,683,594,359,2024-09-30,2025-02-28,12977,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,854,642,475,2024-02-16,2024-07-15,11956,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,948,891,607,2024-11-25,2025-07-21,5688,Middle,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1056,874,814,2024-07-30,2025-02-15,19008,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1480,1155,1095,2024-02-03,2024-08-31,26640,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,1171,1079,873,2024-08-20,2024-10-03,7026,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,958,902,520,2024-01-02,2024-08-24,10538,Middle,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1229,779,445,2024-03-21,2024-08-25,25809,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1454,1292,973,2024-08-19,2025-05-20,13086,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1457,1209,892,2024-04-11,2024-06-23,26226,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,855,706,645,2024-04-24,2024-06-03,4275,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1303,1015,971,2024-02-15,2024-11-07,14333,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,395,249,175,2024-11-12,2025-07-19,9480,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,232,186,114,2024-10-17,2025-01-15,1160,High,
SCH005,Riverside High,Durham County,Canvas,Site License,979,931,718,2024-03-01,2024-07-23,10769,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,639,636,513,2024-03-07,2024-11-12,7029,Middle,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,629,563,377,2024-08-02,2024-12-02,11322,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,644,520,380,2024-11-12,2025-07-30,7728,Middle,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1451,1339,756,2024-01-06,2024-10-02,13059,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,864,626,509,2024-12-28,2025-08-31,20736,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,245,218,116,2024-01-27,2024-08-14,2940,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1291,820,412,2024-05-09,2025-02-21,30984,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,858,857,617,2024-03-08,2025-01-18,5148,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,583,392,324,2024-09-09,2025-03-31,11077,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,699,690,566,2024-03-13,2024-08-23,5592,Middle,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,311,249,235,2024-05-23,2024-12-23,5598,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1305,1053,846,2024-08-11,2024-12-03,19575,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1188,1148,1024,2024-01-28,2024-06-02,10692,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,425,264,252,2024-05-13,2024-09-03,8075,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1063,657,554,2024-07-01,2025-05-14,21260,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,280,276,175,2024-03-04,2024-09-28,1960,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,419,294,277,2024-05-19,2025-04-02,9637,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,58,50,49,2024-10-19,2025-02-18,1044,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1070,988,542,2024-06-17,2024-07-30,14980,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,815,791,449,2024-06-14,2024-09-30,4075,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1499,1390,1159,2024-11-17,2025-05-03,35976,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,139,124,101,2024-08-19,2025-03-03,3197,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,149,140,106,2024-06-14,2024-08-11,1043,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,831,545,476,2024-05-10,2024-09-08,9972,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,92,68,44,2024-07-17,2025-03-10,1288,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,661,647,544,2024-06-07,2025-05-11,5949,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,246,194,162,2024-04-12,2025-01-17,4674,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,599,503,404,2024-08-04,2024-10-19,10782,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,431,369,345,2024-08-06,2024-10-22,2586,High,
SCH005,Riverside High,Durham County,iReady,Per Student,999,945,586,2024-11-27,2025-03-16,19980,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,1375,1362,766,2024-05-28,2025-02-21,24750,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,665,475,269,2024-12-16,2025-06-17,7980,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,655,417,349,2024-02-09,2024-04-02,13755,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,920,763,429,2024-08-25,2025-07-12,11960,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1249,790,788,2024-09-14,2024-10-22,9992,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,423,353,187,2024-02-12,2024-10-12,5922,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,981,975,830,2024-08-18,2025-08-02,12753,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,482,336,188,2024-11-05,2025-04-16,3856,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,86,51,37,2024-02-29,2024-04-05,860,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1466,1293,1262,2024-09-06,2025-03-10,35184,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,1464,1282,950,2024-02-14,2024-05-18,13176,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,279,271,139,2024-12-22,2025-04-27,1395,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1378,974,819,2024-05-03,2025-01-11,34450,Middle,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,226,173,145,2024-03-16,2024-12-13,4068,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,390,273,249,2024-09-05,2025-06-03,1950,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,546,378,264,2024-10-18,2025-06-05,3276,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,260,236,226,2024-12-31,2025-09-08,4680,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1235,1046,820,2024-01-19,2024-10-24,20995,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1260,1127,1062,2024-04-28,2024-06-28,26460,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1230,899,732,2024-02-02,2024-07-18,30750,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,289,236,197,2024-11-26,2025-06-21,5491,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,380,301,199,2024-08-28,2025-03-22,7220,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,499,449,399,2024-06-22,2025-05-26,9481,Middle,
SCH002,Pine Valley High,Wake County,iReady,Per Student,849,722,705,2024-11-30,2025-07-02,16980,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,474,356,354,2024-02-14,2024-11-17,4266,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,370,347,198,2024-07-31,2025-05-09,5180,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1190,738,378,2024-07-02,2024-12-12,19040,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1081,664,364,2024-06-21,2025-02-26,8648,Middle,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,297,249,152,2024-09-06,2025-02-15,4455,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1190,850,502,2024-12-19,2025-10-08,28560,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,153,150,131,2024-08-22,2024-11-16,1224,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,258,225,117,2024-09-16,2024-12-08,2580,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,790,554,426,2024-12-28,2025-09-10,16590,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,253,170,167,2024-07-05,2025-01-22,2277,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,949,781,393,2024-05-05,2025-02-01,14235,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,400,261,198,2024-07-09,2025-03-08,6400,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1134,895,850,2024-04-26,2024-08-04,20412,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,989,857,834,2024-12-15,2025-07-18,4945,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,70,64,36,2024-02-13,2024-09-03,1050,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,938,593,497,2024-01-19,2025-01-11,8442,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1343,1337,970,2024-08-02,2025-03-25,29546,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,692,591,299,2024-05-23,2025-03-19,16608,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,877,754,706,2024-04-15,2025-02-17,21048,Middle,
SCH005,Riverside High,Durham County,Zoom,Per Host,955,930,641,2024-11-28,2025-07-23,10505,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,125,109,75,2024-07-18,2024-10-20,2625,High,
SCH005,Riverside High,Durham County,iReady,Per Student,487,315,287,2024-10-09,2025-04-16,10227,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,377,231,118,2024-10-03,2025-09-01,4901,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,915,807,459,2024-01-31,2024-09-07,11895,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,303,187,176,2024-03-04,2024-11-18,4242,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,60,50,35,2024-04-30,2025-03-23,1380,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,528,405,278,2024-05-25,2025-04-13,4752,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,557,360,263,2024-09-21,2025-08-15,6127,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,250,168,138,2024-07-29,2024-10-08,1750,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,316,310,209,2024-08-16,2024-10-24,5056,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,1254,1038,923,2024-05-15,2025-04-09,25080,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1461,1377,1114,2024-03-24,2024-07-05,30681,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,987,658,591,2024-09-27,2024-12-26,10857,Middle,
